,from,to,z-score,weight
192,MINK1,PHKG2,0.170429731,0.170429731
193,MINK1,CAMK2D,0.170429731,0.170429731
194,SRPK1,SRPK3,0.285191206,0.285191206
195,SRPK1,RPS6KA2,0.191377352,0.191377352
196,SRPK1,PLK1,0.26464049,0.26464049
197,SRPK1,IRAK1,0.174995612,0.174995612
198,SRPK1,PRKCI,0.155026532,0.155026532
199,SRPK1,CDK9,0.012480676,0.012480676
200,SRPK1,KIT,0.521954737,0.521954737
201,SRPK1,MAP2K1,0.634548713,0.634548713
202,CDK9,CAMK2D,0.421644227,0.421644227
203,CDK9,CAMK2G,0.003491753,0.003491753
204,CDK9,PHKG2,0.220023836,0.220023836
205,CDK9,PLK1,0.490720553,0.490720553
206,CDK9,PRKCI,0.422444399,0.422444399
207,CDK9,ABL2,0.252451879,0.252451879
208,CDK9,PRKACA,0.323084843,0.323084843
209,SRPK3,TTK,0.179534924,0.179534924
210,SRPK3,RPS6KA2,0.439770966,0.439770966
211,SRPK3,PAK3,0.537135384,0.537135384
212,SRPK3,PLK1,0.229197345,0.229197345
213,SRPK3,ROCK1_2,1.159679621,1.159679621
214,SRPK3,IRAK1,0.036923444,0.036923444
215,KIT,PRKCI,0.283324259,0.283324259
216,KIT,RPS6KA2,0.499189925,0.499189925
217,KIT,PAK3,0.12748093,0.12748093
218,CAMK2D,IRAK1,0.398763252,0.398763252
219,CAMK2D,PHKG2,0.306630035,0.306630035
220,CAMK2D,PRKACA,0.170429731,0.170429731
221,RPS6KA2,PRKCI,0.411640687,0.411640687
222,RPS6KA2,IRAK1,0.189349474,0.189349474
223,RPS6KA2,TTK,0.15642603,0.15642603
224,RPS6KA2,PHKG2,0.006565148,0.006565148
225,RPS6KA2,PAK3,0.012156084,0.012156084
226,RPS6KA2,LATS1,0.227540276,0.227540276
227,RPS6KA2,ABL2,0.36066907,0.36066907
228,RPS6KA2,MELK,0.36066907,0.36066907
229,RPS6KA2,CDK17,0.36066907,0.36066907
230,TTK,ROCK1_2,0.870928791,0.870928791
231,IRAK1,PRKCI,0.073036305,0.073036305
232,IRAK1,CAMK2G,0.220023836,0.220023836
233,IRAK1,CDK17,0.027908275,0.027908275
234,IRAK1,ABL2,0.325913975,0.325913975
235,IRAK1,PRKACA,0.323084843,0.323084843
236,IRAK1,ROCK1_2,1.330688561,1.330688561
237,IRAK1,SIK2,0.252451879,0.252451879
238,PLK1,PAK3,0.212422251,0.212422251
239,PLK1,PRKCI,0.252530562,0.252530562
240,PLK1,PHKG2,0.047010211,0.047010211
241,PRKCI,PAK3,0.574517431,0.574517431
242,PRKCI,PRKACA,0.073036305,0.073036305
243,PRKCI,ROCK1_2,0.348813295,0.348813295
244,PRKCI,PHKG2,0.503399037,0.503399037
245,PRKACA,ROCK1_2,1.751227835,1.751227835
246,PRKACA,PHKG2,0.05369567,0.05369567
247,CAMK2G,CDK17,0.027908275,0.027908275
248,CAMK2G,PHKG2,0.131344961,0.131344961
249,CAMK2G,ABL2,0.252451879,0.252451879
250,CAMK2G,SIK2,0.252451879,0.252451879
251,ABL2,MELK,0.325913975,0.325913975
252,ABL2,CDK17,0.154669862,0.154669862
253,MELK,CDK17,0.325913975,0.325913975
254,MELK,SIK2,0.252451879,0.252451879
255,CDK17,SIK2,0.126287414,0.126287414
